latitude,longitude,recorded_at,day_of_week,day_of_week_num,is_weekend,month,hour,period,noise_class,noise_level_dba
43.221538,76.903591,2026-03-12T06:21:15+05:00,Thursday,3,0,3,6,morning,others,39.76
43.231473,76.973407,2026-01-04T08:34:45+05:00,Sunday,6,1,1,8,morning,others,45.21
43.265421,76.928075,2026-04-29T18:26:16+05:00,Wednesday,2,0,4,18,evening,human,66.22
43.262341,76.9519,2026-01-26T14:20:57+05:00,Monday,0,0,1,14,daytime,human,58.16
43.240395,76.922355,2026-04-29T17:33:34+05:00,Wednesday,2,0,4,17,evening,transport,76.83
43.257262,76.970445,2026-03-01T17:56:13+05:00,Sunday,6,1,3,17,evening,animals,55.4
43.214184,76.925969,2026-02-10T07:17:28+05:00,Tuesday,1,0,2,7,morning,transport,83.09
43.259065,76.965536,2026-02-20T09:09:44+05:00,Friday,4,0,2,9,morning,others,49.78
43.253729,76.943187,2025-12-31T15:37:55+05:00,Wednesday,2,0,12,15,daytime,human,62.73
43.246758,76.94152,2026-01-04T18:35:20+05:00,Sunday,6,1,1,18,evening,human,69.07
43.238251,76.91834,2025-12-16T06:36:19+05:00,Tuesday,1,0,12,6,morning,transport,61.57
43.260067,76.966054,2026-04-05T14:47:35+05:00,Sunday,6,1,4,14,daytime,human,60.39
43.264765,76.955068,2026-04-20T06:53:07+05:00,Monday,0,0,4,6,morning,others,42.24
43.263712,76.928695,2026-03-23T22:41:14+05:00,Monday,0,0,3,22,late_evening,human,62.41
43.25105,76.947308,2026-01-21T07:22:08+05:00,Wednesday,2,0,1,7,morning,human,69.08
43.240272,76.92896,2026-03-20T09:18:17+05:00,Friday,4,0,3,9,morning,alert,74.99
43.237033,76.95692,2026-01-08T18:33:37+05:00,Thursday,3,0,1,18,evening,others,69.3
43.251247,76.940914,2025-12-20T12:27:35+05:00,Saturday,5,1,12,12,daytime,human,65.55
43.259792,76.97527,2026-04-03T20:44:13+05:00,Friday,4,0,4,20,evening,animals,36.22
43.233119,76.977804,2026-04-23T23:15:18+05:00,Thursday,3,0,4,23,late_evening,others,43.39
43.237845,76.956248,2025-12-24T19:17:34+05:00,Wednesday,2,0,12,19,evening,transport,73.41
43.238774,76.923727,2026-04-02T21:43:02+05:00,Thursday,3,0,4,21,late_evening,transport,68.01
43.249982,76.938899,2025-12-18T17:18:21+05:00,Thursday,3,0,12,17,evening,human,68.35
43.260195,76.943749,2026-01-24T16:05:46+05:00,Saturday,5,1,1,16,daytime,human,64.35
43.260687,76.966357,2025-12-20T17:39:56+05:00,Saturday,5,1,12,17,evening,human,60.68
43.260654,76.961858,2026-04-05T20:40:01+05:00,Sunday,6,1,4,20,evening,building_noise,52.42
43.25255,76.94789,2026-03-21T13:32:19+05:00,Saturday,5,1,3,13,daytime,others,58.24
43.237562,76.930812,2026-04-24T08:25:02+05:00,Friday,4,0,4,8,morning,alert,80.56
43.222041,76.902599,2025-11-19T05:52:18+05:00,Wednesday,2,0,11,5,night,others,38.34
43.263894,76.925329,2026-03-03T09:21:54+05:00,Tuesday,1,0,3,9,morning,others,59.01
43.217609,76.900991,2026-04-03T22:53:14+05:00,Friday,4,0,4,22,late_evening,others,48.0
43.262742,76.95401,2026-04-25T08:06:46+05:00,Saturday,5,1,4,8,morning,others,55.87
43.238407,76.928826,2026-01-03T23:13:37+05:00,Saturday,5,1,1,23,late_evening,transport,62.55
43.278638,76.890242,2026-03-08T14:43:54+05:00,Sunday,6,1,3,14,daytime,transport,58.29
43.222721,76.903836,2026-04-16T23:14:53+05:00,Thursday,3,0,4,23,late_evening,others,41.13
43.350778,77.038784,2026-02-15T21:01:51+05:00,Sunday,6,1,2,21,late_evening,transport,62.88
43.265654,76.820918,2025-12-09T04:56:07+05:00,Tuesday,1,0,12,4,night,human,36.5
43.282034,76.889239,2026-03-10T09:06:04+05:00,Tuesday,1,0,3,9,morning,others,64.8
43.238031,76.92886,2026-01-27T17:53:03+05:00,Tuesday,1,0,1,17,evening,alert,74.36
43.282616,76.888349,2025-12-25T13:08:31+05:00,Thursday,3,0,12,13,daytime,building_noise,72.12
43.266431,76.82255,2026-02-21T22:32:53+05:00,Saturday,5,1,2,22,late_evening,alert,76.09
43.262225,76.925105,2025-12-19T10:32:48+05:00,Friday,4,0,12,10,morning,human,59.38
43.251865,76.944095,2026-05-06T09:15:34+05:00,Wednesday,2,0,5,9,morning,alert,73.25
43.263423,76.955151,2025-12-16T18:52:22+05:00,Tuesday,1,0,12,18,evening,human,70.28
43.259812,76.972987,2026-02-15T22:35:02+05:00,Sunday,6,1,2,22,late_evening,animals,35.11
43.220293,76.900461,2026-01-26T09:33:11+05:00,Monday,0,0,1,9,morning,others,47.86
43.218902,76.9284,2026-02-20T08:12:35+05:00,Friday,4,0,2,8,morning,transport,81.95
43.230784,76.953744,2025-12-06T00:57:53+05:00,Saturday,5,1,12,0,night,human,58.34
43.215563,76.92908,2026-01-18T08:40:29+05:00,Sunday,6,1,1,8,morning,transport,74.73
43.23733,76.930541,2026-02-15T07:44:30+05:00,Sunday,6,1,2,7,morning,transport,65.25
43.218315,76.930927,2025-12-14T07:45:51+05:00,Sunday,6,1,12,7,morning,transport,70.93
43.236407,76.917687,2026-03-21T17:22:31+05:00,Saturday,5,1,3,17,evening,alert,70.8
43.239798,76.929218,2025-12-03T09:29:08+05:00,Wednesday,2,0,12,9,morning,alert,72.73
43.286361,76.895693,2026-01-19T14:40:50+05:00,Monday,0,0,1,14,daytime,building_noise,74.09
43.263639,76.925014,2025-12-22T17:53:00+05:00,Monday,0,0,12,17,evening,human,68.28
43.256003,76.969749,2025-11-11T10:07:20+05:00,Tuesday,1,0,11,10,morning,animals,47.98
43.263331,76.964371,2025-12-28T20:29:57+05:00,Sunday,6,1,12,20,evening,others,48.74
43.260475,76.970107,2025-11-21T15:18:34+05:00,Friday,4,0,11,15,daytime,human,56.45
43.262766,76.9537,2026-01-01T18:08:03+05:00,Thursday,3,0,1,18,evening,human,71.33
43.221771,76.931629,2026-04-18T11:11:54+05:00,Saturday,5,1,4,11,daytime,transport,67.91
43.281845,76.894116,2025-11-12T06:28:46+05:00,Wednesday,2,0,11,6,morning,transport,56.44
43.23713,76.915178,2026-04-03T23:03:01+05:00,Friday,4,0,4,23,late_evening,transport,55.32
43.236823,76.960427,2026-03-21T23:02:05+05:00,Saturday,5,1,3,23,late_evening,human,73.69
43.282726,76.890612,2025-12-26T17:33:57+05:00,Friday,4,0,12,17,evening,building_noise,78.2
43.260037,76.945224,2026-03-30T08:35:42+05:00,Monday,0,0,3,8,morning,human,61.04
43.237235,76.919318,2025-11-01T10:17:49+05:00,Saturday,5,1,11,10,morning,transport,61.43
43.259507,76.965106,2026-01-27T09:38:47+05:00,Tuesday,1,0,1,9,morning,others,50.38
43.259305,76.943091,2025-12-27T07:04:26+05:00,Saturday,5,1,12,7,morning,human,67.54
43.247519,76.864998,2025-12-25T18:26:47+05:00,Thursday,3,0,12,18,evening,transport,77.08
43.245623,76.865223,2026-01-25T08:23:35+05:00,Sunday,6,1,1,8,morning,transport,76.38
43.258175,76.946602,2026-04-28T08:19:07+05:00,Tuesday,1,0,4,8,morning,building_noise,63.47
43.260542,76.953834,2026-01-20T16:55:05+05:00,Tuesday,1,0,1,16,daytime,human,62.9
43.247029,76.941976,2026-01-04T08:54:41+05:00,Sunday,6,1,1,8,morning,human,64.85
43.284664,76.895851,2026-01-08T18:36:33+05:00,Thursday,3,0,1,18,evening,building_noise,76.1
43.224126,76.904219,2026-03-01T06:58:37+05:00,Sunday,6,1,3,6,morning,others,35.28
43.2381,76.928776,2026-03-26T10:03:16+05:00,Thursday,3,0,3,10,morning,transport,60.78
43.263072,76.927837,2025-11-18T16:14:56+05:00,Tuesday,1,0,11,16,daytime,building_noise,65.2
43.266635,76.817917,2026-01-16T16:42:07+05:00,Friday,4,0,1,16,daytime,human,58.04
43.216346,76.931878,2026-03-11T06:27:22+05:00,Wednesday,2,0,3,6,morning,transport,66.34
43.246405,76.859795,2026-01-10T07:33:48+05:00,Saturday,5,1,1,7,morning,transport,70.44
43.234534,76.980279,2026-02-22T08:38:15+05:00,Sunday,6,1,2,8,morning,animals,40.06
43.26274,76.927103,2026-02-14T14:14:49+05:00,Saturday,5,1,2,14,daytime,human,70.8
43.259669,76.966645,2026-02-16T07:59:05+05:00,Monday,0,0,2,7,morning,others,49.14
43.254889,76.941171,2026-03-10T16:39:24+05:00,Tuesday,1,0,3,16,daytime,human,62.06
43.236285,76.929556,2025-11-12T18:29:03+05:00,Wednesday,2,0,11,18,evening,alert,72.41
43.264882,76.928377,2026-01-16T09:59:28+05:00,Friday,4,0,1,9,morning,human,65.58
43.238286,76.926047,2026-03-03T18:17:19+05:00,Tuesday,1,0,3,18,evening,transport,75.77
43.238388,76.917054,2026-04-13T19:49:52+05:00,Monday,0,0,4,19,evening,transport,66.25
43.26266,76.955451,2026-05-10T20:10:37+05:00,Sunday,6,1,5,20,evening,others,48.76
43.239422,76.928121,2026-02-16T14:10:05+05:00,Monday,0,0,2,14,daytime,alert,66.78
43.237404,76.919049,2026-03-22T11:19:35+05:00,Sunday,6,1,3,11,daytime,others,53.39
43.259024,76.963947,2025-12-10T17:59:24+05:00,Wednesday,2,0,12,17,evening,human,60.39
43.266956,76.823452,2026-05-03T19:28:45+05:00,Sunday,6,1,5,19,evening,human,68.99
43.350364,77.041352,2026-04-18T12:42:00+05:00,Saturday,5,1,4,12,daytime,transport,67.08
43.26516,76.926691,2025-12-29T13:57:01+05:00,Monday,0,0,12,13,daytime,human,64.53
43.23906,76.91462,2026-02-09T08:17:10+05:00,Monday,0,0,2,8,morning,transport,69.96
43.238286,76.918243,2026-03-03T23:15:08+05:00,Tuesday,1,0,3,23,late_evening,transport,69.68
43.260486,76.970317,2026-05-03T19:58:53+05:00,Sunday,6,1,5,19,evening,human,62.59
43.256342,76.94401,2026-01-28T22:51:22+05:00,Wednesday,2,0,1,22,late_evening,others,61.31
43.276867,76.89163,2025-11-05T13:29:49+05:00,Wednesday,2,0,11,13,daytime,building_noise,70.17
43.258655,76.965098,2026-04-09T08:56:09+05:00,Thursday,3,0,4,8,morning,others,47.17
43.262092,76.954012,2025-11-19T09:02:54+05:00,Wednesday,2,0,11,9,morning,others,51.07
43.25229,76.938042,2025-12-10T16:29:46+05:00,Wednesday,2,0,12,16,daytime,human,58.27
43.237702,76.919551,2026-02-22T23:09:45+05:00,Sunday,6,1,2,23,late_evening,transport,61.04
43.233157,76.974789,2026-05-03T10:51:03+05:00,Sunday,6,1,5,10,morning,animals,39.99
43.283431,76.887691,2025-11-19T08:29:18+05:00,Wednesday,2,0,11,8,morning,building_noise,70.36
43.216887,76.92846,2026-01-01T08:20:21+05:00,Thursday,3,0,1,8,morning,transport,82.92
43.257721,76.943717,2025-12-08T19:31:44+05:00,Monday,0,0,12,19,evening,human,71.83
43.219382,76.926974,2026-04-08T17:12:24+05:00,Wednesday,2,0,4,17,evening,transport,83.37
43.246709,76.944211,2025-12-11T17:05:26+05:00,Thursday,3,0,12,17,evening,human,67.19
43.281792,76.897132,2026-02-25T17:41:00+05:00,Wednesday,2,0,2,17,evening,building_noise,78.16
43.252968,76.942114,2026-04-10T18:39:00+05:00,Friday,4,0,4,18,evening,transport,71.43
43.234551,76.921109,2026-02-18T21:42:51+05:00,Wednesday,2,0,2,21,late_evening,transport,68.29
43.219378,76.903463,2025-11-26T18:20:48+05:00,Wednesday,2,0,11,18,evening,others,49.67
43.247416,76.93834,2026-03-30T09:47:18+05:00,Monday,0,0,3,9,morning,human,65.3
43.256621,76.971837,2025-12-11T10:15:26+05:00,Thursday,3,0,12,10,morning,human,56.04
43.343208,76.948993,2025-11-23T17:21:51+05:00,Sunday,6,1,11,17,evening,transport,76.17
43.282312,76.899409,2026-02-07T17:14:51+05:00,Saturday,5,1,2,17,evening,building_noise,75.39
43.279454,76.898418,2026-03-30T10:08:50+05:00,Monday,0,0,3,10,morning,building_noise,65.76
43.232378,76.979109,2026-04-19T22:07:33+05:00,Sunday,6,1,4,22,late_evening,others,44.17
43.235691,76.960327,2026-01-29T08:48:08+05:00,Thursday,3,0,1,8,morning,alert,83.87
43.280575,76.89086,2026-04-29T17:01:07+05:00,Wednesday,2,0,4,17,evening,building_noise,70.23
43.235805,76.976986,2026-02-04T07:59:42+05:00,Wednesday,2,0,2,7,morning,others,43.16
43.281141,76.888756,2025-12-15T11:19:15+05:00,Monday,0,0,12,11,daytime,building_noise,67.85
43.23855,76.931521,2026-01-11T18:05:00+05:00,Sunday,6,1,1,18,evening,alert,78.59
43.219191,76.924437,2026-03-25T08:08:45+05:00,Wednesday,2,0,3,8,morning,transport,79.3
43.342158,76.945326,2026-03-23T19:21:01+05:00,Monday,0,0,3,19,evening,others,70.87
43.239797,76.923691,2025-11-28T08:28:45+05:00,Friday,4,0,11,8,morning,transport,81.87
43.34169,76.95091,2026-01-06T09:33:57+05:00,Tuesday,1,0,1,9,morning,transport,80.04
43.233342,76.974031,2026-04-26T06:43:04+05:00,Sunday,6,1,4,6,morning,others,38.42
43.260193,76.967044,2026-02-01T08:47:16+05:00,Sunday,6,1,2,8,morning,others,46.23
43.264582,76.929381,2026-04-15T06:06:23+05:00,Wednesday,2,0,4,6,morning,human,57.34
43.26486,76.923321,2026-04-14T08:34:35+05:00,Tuesday,1,0,4,8,morning,human,61.68
43.266448,76.820552,2025-11-04T19:38:30+05:00,Tuesday,1,0,11,19,evening,human,64.41
43.237743,76.928961,2026-01-27T17:42:03+05:00,Tuesday,1,0,1,17,evening,alert,74.96
43.217797,76.930382,2025-11-14T19:58:22+05:00,Friday,4,0,11,19,evening,transport,82.72
43.348336,77.043907,2026-01-24T22:07:17+05:00,Saturday,5,1,1,22,late_evening,alert,77.66
43.239063,76.917312,2026-03-09T08:35:19+05:00,Monday,0,0,3,8,morning,others,58.92
43.266017,76.929779,2026-03-30T13:41:41+05:00,Monday,0,0,3,13,daytime,alert,69.21
43.355505,77.0364,2026-01-23T10:49:39+05:00,Friday,4,0,1,10,morning,transport,69.08
43.338153,76.944924,2026-04-09T13:10:55+05:00,Thursday,3,0,4,13,daytime,transport,65.92
43.250473,76.86206,2026-04-02T16:18:46+05:00,Thursday,3,0,4,16,daytime,transport,64.7
43.219496,76.932264,2026-03-03T19:20:27+05:00,Tuesday,1,0,3,19,evening,transport,77.44
43.265982,76.822095,2026-02-07T07:24:43+05:00,Saturday,5,1,2,7,morning,human,55.37
43.262122,76.952985,2026-01-14T23:53:09+05:00,Wednesday,2,0,1,23,late_evening,others,46.63
43.259583,76.970948,2025-12-09T21:17:40+05:00,Tuesday,1,0,12,21,late_evening,others,47.77
43.238762,76.931677,2026-01-17T12:46:16+05:00,Saturday,5,1,1,12,daytime,transport,69.24
43.258705,76.966809,2026-03-20T19:37:29+05:00,Friday,4,0,3,19,evening,human,63.0
43.350728,77.043244,2026-01-21T20:52:46+05:00,Wednesday,2,0,1,20,evening,alert,80.32
43.259322,76.968537,2025-12-02T12:45:43+05:00,Tuesday,1,0,12,12,daytime,human,53.31
43.23327,76.959433,2026-04-05T23:22:45+05:00,Sunday,6,1,4,23,late_evening,human,68.32
43.264954,76.819718,2026-03-23T15:58:06+05:00,Monday,0,0,3,15,daytime,transport,57.11
43.263879,76.82133,2026-04-30T22:39:59+05:00,Thursday,3,0,4,22,late_evening,alert,68.61
43.261089,76.965803,2026-04-01T09:55:10+05:00,Wednesday,2,0,4,9,morning,human,55.1
43.236637,76.927241,2026-05-09T08:08:52+05:00,Saturday,5,1,5,8,morning,alert,72.68
43.248295,76.864149,2026-02-05T10:40:21+05:00,Thursday,3,0,2,10,morning,alert,75.89
43.263286,76.952679,2026-02-11T14:36:29+05:00,Wednesday,2,0,2,14,daytime,human,60.15
43.251602,76.941573,2026-04-14T12:28:37+05:00,Tuesday,1,0,4,12,daytime,human,63.69
43.258543,76.97228,2025-11-16T20:37:55+05:00,Sunday,6,1,11,20,evening,animals,38.67
43.348684,77.043142,2026-02-16T12:17:06+05:00,Monday,0,0,2,12,daytime,transport,67.79
43.258114,76.96342,2026-01-27T16:24:30+05:00,Tuesday,1,0,1,16,daytime,human,56.32
43.233453,76.980783,2025-11-30T15:38:36+05:00,Sunday,6,1,11,15,daytime,human,57.71
43.234936,76.956054,2026-04-30T16:57:56+05:00,Thursday,3,0,4,16,daytime,human,63.1
43.259961,76.975042,2026-01-28T09:51:24+05:00,Wednesday,2,0,1,9,morning,animals,42.96
43.236285,76.921008,2026-02-08T11:11:28+05:00,Sunday,6,1,2,11,daytime,transport,65.1
43.354155,77.040064,2025-12-28T18:18:02+05:00,Sunday,6,1,12,18,evening,building_noise,77.62
43.237184,76.915485,2025-12-08T09:53:10+05:00,Monday,0,0,12,9,morning,transport,79.62
43.239949,76.929231,2026-03-16T11:20:14+05:00,Monday,0,0,3,11,daytime,transport,57.91
43.350848,77.042907,2026-01-21T20:45:46+05:00,Wednesday,2,0,1,20,evening,alert,81.21
43.250993,76.860879,2025-12-27T18:59:45+05:00,Saturday,5,1,12,18,evening,transport,72.54
43.238531,76.923163,2026-05-08T08:21:16+05:00,Friday,4,0,5,8,morning,transport,81.83
43.23466,76.975775,2026-01-07T07:31:49+05:00,Wednesday,2,0,1,7,morning,others,43.37
43.257565,76.972289,2026-03-23T17:41:54+05:00,Monday,0,0,3,17,evening,human,59.79
43.236874,76.918878,2026-04-21T09:48:35+05:00,Tuesday,1,0,4,9,morning,transport,67.56
43.347737,77.032948,2026-01-05T07:36:02+05:00,Monday,0,0,1,7,morning,alert,83.46
43.260401,76.973448,2026-03-31T07:40:37+05:00,Tuesday,1,0,3,7,morning,animals,39.13
43.230499,76.955996,2025-11-15T18:20:37+05:00,Saturday,5,1,11,18,evening,human,67.57
43.258359,76.976142,2026-03-04T08:11:23+05:00,Wednesday,2,0,3,8,morning,animals,35.0
43.248433,76.863749,2026-04-24T17:57:47+05:00,Friday,4,0,4,17,evening,transport,74.34
43.265364,76.927616,2025-11-02T17:46:08+05:00,Sunday,6,1,11,17,evening,human,68.63
43.237146,76.914432,2026-03-15T18:27:16+05:00,Sunday,6,1,3,18,evening,others,60.79
43.233667,76.95592,2026-04-24T21:51:21+05:00,Friday,4,0,4,21,late_evening,human,72.14
43.217401,76.927485,2025-12-20T18:47:25+05:00,Saturday,5,1,12,18,evening,transport,72.75
43.280452,76.892502,2026-05-05T07:50:30+05:00,Tuesday,1,0,5,7,morning,building_noise,77.4
43.261731,76.954053,2026-01-12T18:53:25+05:00,Monday,0,0,1,18,evening,human,55.21
43.233699,76.97449,2025-11-30T11:44:10+05:00,Sunday,6,1,11,11,daytime,others,50.24
43.263395,76.954973,2025-12-24T22:09:18+05:00,Wednesday,2,0,12,22,late_evening,others,55.34
43.234911,76.975283,2025-12-03T23:18:03+05:00,Wednesday,2,0,12,23,late_evening,others,39.86
43.239632,76.924457,2026-02-10T00:10:01+05:00,Tuesday,1,0,2,0,night,transport,57.8
43.334597,76.9455,2026-04-03T13:40:12+05:00,Friday,4,0,4,13,daytime,alert,73.08
43.238932,76.92121,2026-04-18T18:19:57+05:00,Saturday,5,1,4,18,evening,transport,74.54
43.23809,76.929567,2026-01-22T18:55:30+05:00,Thursday,3,0,1,18,evening,alert,71.14
43.221797,76.899273,2026-02-11T05:45:42+05:00,Wednesday,2,0,2,5,night,others,35.0
43.264163,76.926874,2026-03-13T15:49:01+05:00,Friday,4,0,3,15,daytime,human,61.98
43.237716,76.928587,2025-12-28T20:35:49+05:00,Sunday,6,1,12,20,evening,alert,69.2
43.265142,76.930267,2025-12-06T09:34:03+05:00,Saturday,5,1,12,9,morning,others,64.56
43.239699,76.918827,2025-11-29T09:10:47+05:00,Saturday,5,1,11,9,morning,transport,65.23
43.237675,76.929725,2025-12-12T21:01:31+05:00,Friday,4,0,12,21,late_evening,alert,66.77
43.224411,76.904571,2026-03-23T21:06:42+05:00,Monday,0,0,3,21,late_evening,others,38.28
43.248551,76.936198,2026-01-05T15:46:29+05:00,Monday,0,0,1,15,daytime,human,62.43
43.241535,76.92511,2026-04-14T06:50:03+05:00,Tuesday,1,0,4,6,morning,transport,64.51
43.281933,76.89945,2026-04-22T17:23:43+05:00,Wednesday,2,0,4,17,evening,building_noise,79.03
43.261784,76.956071,2025-11-28T18:34:56+05:00,Friday,4,0,11,18,evening,human,70.61
43.262164,76.925916,2025-11-11T08:51:36+05:00,Tuesday,1,0,11,8,morning,human,63.78
43.235984,76.925423,2026-02-12T18:06:59+05:00,Thursday,3,0,2,18,evening,transport,73.54
43.258852,76.974345,2025-12-28T07:34:22+05:00,Sunday,6,1,12,7,morning,animals,38.74
43.2547,76.946871,2026-01-19T12:30:35+05:00,Monday,0,0,1,12,daytime,human,59.54
43.338376,76.947928,2025-12-25T09:20:56+05:00,Thursday,3,0,12,9,morning,transport,76.0
43.23884,76.92982,2025-12-16T17:15:43+05:00,Tuesday,1,0,12,17,evening,alert,74.59
43.21846,76.927739,2026-02-18T09:43:35+05:00,Wednesday,2,0,2,9,morning,transport,81.66
43.258592,76.960744,2026-01-17T15:52:46+05:00,Saturday,5,1,1,15,daytime,human,55.67
43.223434,76.90136,2026-04-27T00:08:03+05:00,Monday,0,0,4,0,night,others,35.0
43.356536,77.039873,2026-02-09T18:21:14+05:00,Monday,0,0,2,18,evening,transport,76.22
43.233363,76.97603,2025-12-22T15:11:22+05:00,Monday,0,0,12,15,daytime,human,54.6
43.235718,76.923629,2025-11-12T21:56:08+05:00,Wednesday,2,0,11,21,late_evening,transport,68.89
43.239484,76.929445,2026-01-25T19:48:09+05:00,Sunday,6,1,1,19,evening,alert,76.72
43.239139,76.928111,2026-05-03T22:32:57+05:00,Sunday,6,1,5,22,late_evening,alert,72.53
43.354127,77.043859,2026-04-01T11:19:01+05:00,Wednesday,2,0,4,11,daytime,transport,69.57
43.220987,76.900666,2025-12-13T22:12:24+05:00,Saturday,5,1,12,22,late_evening,animals,38.17
43.261011,76.968478,2026-04-05T11:41:29+05:00,Sunday,6,1,4,11,daytime,human,55.97
43.23486,76.981462,2026-01-01T17:34:31+05:00,Thursday,3,0,1,17,evening,human,55.73
43.23759,76.923468,2025-12-13T07:23:20+05:00,Saturday,5,1,12,7,morning,transport,69.33
43.263911,76.954902,2026-04-19T18:42:01+05:00,Sunday,6,1,4,18,evening,human,68.71
43.260783,76.953867,2026-02-20T20:43:45+05:00,Friday,4,0,2,20,evening,transport,53.75
43.234665,76.9766,2026-01-14T07:50:37+05:00,Wednesday,2,0,1,7,morning,others,43.56
43.236134,76.959982,2026-05-07T02:18:57+05:00,Thursday,3,0,5,2,night,human,55.37
43.261097,76.966618,2025-11-30T14:16:03+05:00,Sunday,6,1,11,14,daytime,transport,56.57
43.253982,76.946711,2026-05-08T14:02:35+05:00,Friday,4,0,5,14,daytime,human,65.93
43.237926,76.914598,2026-03-21T08:59:35+05:00,Saturday,5,1,3,8,morning,transport,64.27
43.245478,76.944659,2026-04-13T18:29:13+05:00,Monday,0,0,4,18,evening,human,67.86
43.263488,76.923842,2025-12-31T20:23:30+05:00,Wednesday,2,0,12,20,evening,human,65.28
43.218076,76.932733,2025-11-01T20:00:35+05:00,Saturday,5,1,11,20,evening,transport,68.11
43.26159,76.968761,2026-05-05T13:11:33+05:00,Tuesday,1,0,5,13,daytime,others,53.71
43.260598,76.954923,2025-11-04T22:23:08+05:00,Tuesday,1,0,11,22,late_evening,others,45.84
43.343462,77.041642,2026-03-29T11:04:02+05:00,Sunday,6,1,3,11,daytime,transport,67.96
43.264173,76.822477,2026-02-23T06:51:30+05:00,Monday,0,0,2,6,morning,transport,46.32
43.220361,76.905507,2026-03-02T06:18:50+05:00,Monday,0,0,3,6,morning,others,39.92
43.253688,76.944333,2026-04-17T22:21:38+05:00,Friday,4,0,4,22,late_evening,human,76.83
43.283388,76.894923,2025-11-14T07:53:20+05:00,Friday,4,0,11,7,morning,transport,67.58
43.23748,76.91584,2026-03-11T13:11:39+05:00,Wednesday,2,0,3,13,daytime,transport,54.61
43.260232,76.822377,2025-11-27T11:41:47+05:00,Thursday,3,0,11,11,daytime,others,51.36
43.258535,76.946732,2025-11-09T10:24:08+05:00,Sunday,6,1,11,10,morning,human,65.67
43.219103,76.926107,2025-12-22T07:29:28+05:00,Monday,0,0,12,7,morning,transport,81.16
43.237727,76.922049,2026-02-03T08:17:46+05:00,Tuesday,1,0,2,8,morning,transport,73.43
43.2806,76.897625,2026-04-25T08:40:22+05:00,Saturday,5,1,4,8,morning,building_noise,75.82
43.249234,76.941789,2026-04-04T15:02:04+05:00,Saturday,5,1,4,15,daytime,animals,49.43
43.253425,76.940797,2026-04-20T13:42:19+05:00,Monday,0,0,4,13,daytime,human,65.12
43.238754,76.954747,2026-01-08T08:25:30+05:00,Thursday,3,0,1,8,morning,transport,73.32
43.265034,76.928507,2026-01-26T10:13:59+05:00,Monday,0,0,1,10,morning,human,65.99
43.231063,76.976198,2026-01-19T13:30:57+05:00,Monday,0,0,1,13,daytime,human,50.18
43.235757,76.956752,2025-11-06T18:14:29+05:00,Thursday,3,0,11,18,evening,transport,71.73
43.284188,76.898381,2025-11-01T15:16:15+05:00,Saturday,5,1,11,15,daytime,building_noise,71.64
43.245833,76.856492,2026-04-14T18:08:36+05:00,Tuesday,1,0,4,18,evening,transport,76.7
43.246355,76.861822,2026-01-29T17:15:37+05:00,Thursday,3,0,1,17,evening,transport,74.93
43.254928,76.946954,2026-04-22T22:11:20+05:00,Wednesday,2,0,4,22,late_evening,human,70.45
43.219417,76.931377,2025-12-05T18:39:32+05:00,Friday,4,0,12,18,evening,transport,81.3
43.253282,76.940179,2025-11-23T09:12:44+05:00,Sunday,6,1,11,9,morning,transport,68.04
43.345263,76.954291,2026-04-03T07:15:45+05:00,Friday,4,0,4,7,morning,transport,75.66
43.258124,76.973431,2026-04-09T08:56:28+05:00,Thursday,3,0,4,8,morning,animals,42.09
43.233313,76.924109,2026-01-28T10:15:07+05:00,Wednesday,2,0,1,10,morning,transport,70.96
43.218017,76.901842,2026-01-17T08:34:16+05:00,Saturday,5,1,1,8,morning,human,50.33
43.240361,76.925055,2026-01-08T18:28:51+05:00,Thursday,3,0,1,18,evening,alert,73.2
43.262219,76.953273,2026-01-21T14:25:21+05:00,Wednesday,2,0,1,14,daytime,transport,65.49
43.285143,76.897984,2025-11-07T14:52:38+05:00,Friday,4,0,11,14,daytime,building_noise,76.07
43.25956,76.972757,2025-11-08T13:56:19+05:00,Saturday,5,1,11,13,daytime,animals,52.04
43.235084,76.955824,2026-02-04T09:44:44+05:00,Wednesday,2,0,2,9,morning,transport,74.19
43.25913,76.970695,2025-12-07T21:26:46+05:00,Sunday,6,1,12,21,late_evening,animals,36.62
43.3356,76.949156,2025-11-15T07:32:24+05:00,Saturday,5,1,11,7,morning,alert,77.33
43.237189,76.919854,2025-12-14T19:01:38+05:00,Sunday,6,1,12,19,evening,transport,64.74
43.251959,76.944423,2026-01-01T13:53:46+05:00,Thursday,3,0,1,13,daytime,human,63.52
43.238615,76.929302,2025-11-26T17:08:00+05:00,Wednesday,2,0,11,17,evening,alert,74.43
43.266076,76.929216,2026-02-28T11:22:43+05:00,Saturday,5,1,2,11,daytime,human,63.82
43.258836,76.942839,2026-03-08T08:52:28+05:00,Sunday,6,1,3,8,morning,human,59.13
43.233661,76.95634,2025-12-21T17:24:37+05:00,Sunday,6,1,12,17,evening,human,68.99
43.231109,76.975393,2026-04-13T17:40:25+05:00,Monday,0,0,4,17,evening,others,45.71
43.259969,76.968604,2026-02-16T15:57:52+05:00,Monday,0,0,2,15,daytime,human,51.14
43.242261,76.930218,2026-04-24T17:39:12+05:00,Friday,4,0,4,17,evening,alert,75.07
43.235805,76.955735,2025-12-12T17:21:54+05:00,Friday,4,0,12,17,evening,others,68.26
